-6.99968,7.00111,1.29838
-6.99968,7.00111,1.29838
-6.99939,7.00202,1.29670
-6.99917,7.00272,1.29544
-6.99904,7.00311,1.29474
-6.99904,7.00311,1.29474
-6.99841,7.00504,1.29131
-6.99841,7.00504,1.29131
-6.99774,7.00700,1.28769
-6.99763,7.00730,1.28712
-6.99763,7.00730,1.28712
-6.99697,7.00915,1.28365
-6.99611,7.01146,1.27930
-6.99611,7.01146,1.27930
-6.99596,7.01184,1.27856
-6.99472,7.01502,1.27251
-6.99472,7.01502,1.27251
-6.99333,7.01839,1.26599
-6.99256,7.02022,1.26245
-6.99256,7.02022,1.26245
-6.99111,7.02361,1.25606
-6.99111,7.02361,1.25606
-6.99071,7.02454,1.25426
-6.98872,7.02906,1.24524
-6.98872,7.02906,1.24524
-6.98691,7.03306,1.23689
-6.98691,7.03306,1.23689
-6.98412,7.03919,1.22361
-6.98412,7.03919,1.22361
-6.98238,7.04307,1.21489
-6.98159,7.04482,1.21088
-6.98159,7.04482,1.21088
-6.97953,7.04950,1.19995
-6.97735,7.05440,1.18814
-6.97735,7.05440,1.18814
-6.97475,7.06010,1.17396
-6.97475,7.06010,1.17396
-6.97207,7.06574,1.15944
-6.97207,7.06574,1.15944
-6.96934,7.07130,1.14471
-6.96806,7.07383,1.13786
-6.96806,7.07383,1.13786
-6.96486,7.08000,1.12083
-6.96486,7.08000,1.12083
-6.96067,7.08776,1.09879
-6.96067,7.08776,1.09879
-6.95652,7.09511,1.07732
-6.95652,7.09511,1.07732
-6.95420,7.09905,1.06557
-6.95068,7.10492,1.04785
-6.95068,7.10492,1.04785
-6.94622,7.11207,1.02591
-6.94622,7.11207,1.02591
-6.93991,7.12177,0.99557
-6.93991,7.12177,0.99557
-6.93991,7.12177,0.99557
-6.93276,7.13221,0.96238
-6.93276,7.13221,0.96238
-6.92560,7.14214,0.93035
-6.92497,7.14297,0.92758
-6.92435,7.14381,0.92481
-6.91756,7.15268,0.89397
-6.91756,7.15268,0.89397
-6.90930,7.16292,0.85471
-6.90930,7.16292,0.85471
-6.90607,7.16678,0.83879
-6.90052,7.17324,0.81084
-6.90052,7.17324,0.81084
-6.89122,7.18367,0.76306
-6.89122,7.18367,0.76306
-6.88227,7.19317,0.71632
-6.88227,7.19317,0.71632
-6.88227,7.19317,0.71632
-6.87169,7.20353,0.66361
-6.87169,7.20353,0.66361
-6.86247,7.21194,0.62069
-6.86247,7.21194,0.62069
-6.85388,7.21926,0.58245
-6.85388,7.21926,0.58245
-6.84364,7.22730,0.53848
-6.84364,7.22730,0.53848
-6.83455,7.23392,0.50121
-6.82672,7.23920,0.46996
-6.82623,7.23953,0.46802
-6.82623,7.23953,0.46802
-6.81318,7.24750,0.41746
-6.81318,7.24750,0.41746
-6.80179,7.25387,0.37732
-6.80179,7.25387,0.37732
-6.79597,7.25698,0.35881
-6.78734,7.26140,0.33369
-6.78734,7.26140,0.33369
-6.77742,7.26624,0.30792
-6.77742,7.26624,0.30792
-6.76728,7.27093,0.28467
-6.75573,7.27598,0.26281
-6.75514,7.27623,0.26066
-6.75339,7.27697,0.25750
-6.74209,7.28157,0.23898
-6.74209,7.28157,0.23898
-6.72684,7.28738,0.21851
-6.72684,7.28738,0.21851
-6.71557,7.29140,0.20644
-6.71557,7.29140,0.20644
-6.70343,7.29549,0.19607
-6.70343,7.29549,0.19607
-6.68838,7.30022,0.18671
-6.68838,7.30022,0.18671
-6.68838,7.30022,0.18671
-6.66953,7.30567,0.17997
-6.66953,7.30567,0.17997
-6.65573,7.30936,0.17826
-6.65573,7.30936,0.17826
-6.64163,7.31287,0.17912
-6.64163,7.31287,0.17912
-6.62797,7.31604,0.18233
-6.62797,7.31604,0.18233
-6.61478,7.31890,0.18753
-6.61478,7.31890,0.18753
-6.60135,7.32164,0.19471
-6.59378,7.32316,0.19930
-6.58537,7.32488,0.20503
-6.58537,7.32488,0.20503
-6.56854,7.32848,0.21748
-6.56854,7.32848,0.21748
-6.54948,7.33283,0.23189
-6.54948,7.33283,0.23189
-6.53657,7.33595,0.24185
-6.53278,7.33689,0.24478
-6.52824,7.33803,0.24831
-6.51692,7.34095,0.25766
-6.51692,7.34095,0.25766
-6.50263,7.34480,0.26959
-6.50263,7.34480,0.26959
-6.48566,7.34959,0.28704
-6.48421,7.35001,0.28880
-6.48421,7.35001,0.28880
-6.46429,7.35596,0.31737
-6.46429,7.35596,0.31737
-6.44982,7.36063,0.34279
-6.44982,7.36063,0.34279
-6.43631,7.36551,0.36801
-6.43297,7.36679,0.37452
-6.43230,7.36705,0.37583
-6.41967,7.37216,0.40070
-6.40781,7.37732,0.42416
-6.40716,7.37761,0.42544
-6.39408,7.38371,0.45099
-6.39343,7.38402,0.45227
-6.39343,7.38402,0.45227
-6.37658,7.39249,0.48445
-6.37658,7.39249,0.48445
-6.36246,7.40013,0.51099
-6.36246,7.40013,0.51099
-6.36246,7.40013,0.51099
-6.36246,7.40013,0.51099
-6.33912,7.41389,0.55495
-6.33912,7.41389,0.55495
-6.32551,7.42256,0.58091
-6.32551,7.42256,0.58091
-6.31454,7.42993,0.60198
-6.31454,7.42993,0.60198
-6.30611,7.43582,0.61836
-6.29779,7.44184,0.63482
-6.29779,7.44184,0.63482
-6.28318,7.45292,0.66431
-6.28318,7.45292,0.66431
-6.27007,7.46347,0.69180
-6.26950,7.46393,0.69299
-6.26950,7.46393,0.69299
-6.25786,7.47382,0.71899
-6.25786,7.47382,0.71899
-6.24492,7.48545,0.74886
-6.24168,7.48841,0.75580
-6.23682,7.49291,0.76569
-6.22758,7.50157,0.78267
-6.22703,7.50208,0.78360
-6.21882,7.50990,0.79667
-6.21442,7.51414,0.80308
-6.21442,7.51414,0.80308
-6.20621,7.52224,0.81441
-6.19915,7.52941,0.82354
-6.19915,7.52941,0.82354
-6.18524,7.54412,0.83903
-6.18524,7.54412,0.83903
-6.17627,7.55400,0.84706
-6.17208,7.55872,0.85018
-6.17208,7.55872,0.85018
-6.15959,7.57306,0.85833
-6.15752,7.57546,0.85964
-6.15700,7.57606,0.85997
-6.14412,7.59114,0.86805
-6.14412,7.59114,0.86805
-6.14412,7.59114,0.86805
-6.13136,7.60632,0.87602
-6.13136,7.60632,0.87602
-6.13136,7.60632,0.87602
-6.11671,7.62406,0.88521
-6.11471,7.62652,0.88647
-6.10322,7.64070,0.89377
-6.10322,7.64070,0.89377
-6.10322,7.64070,0.89377
-6.08890,7.65869,0.90308
-6.08890,7.65869,0.90308
-6.07911,7.67117,0.90961
-6.07668,7.67431,0.91124
-6.07668,7.67431,0.91124
-6.06701,7.68686,0.91801
-6.06701,7.68686,0.91801
-6.05454,7.70327,0.92540
-6.05454,7.70327,0.92540
-6.04492,7.71590,0.92303
-6.04396,7.71716,0.92233
-6.04396,7.71716,0.92233
-6.03682,7.72654,0.91630
-6.03257,7.73210,0.91170
-6.02129,7.74658,0.89610
-6.02129,7.74658,0.89610
-6.01103,7.75939,0.87790
-6.01103,7.75939,0.87790
-6.00084,7.77175,0.85592
-6.00084,7.77175,0.85592
-6.00084,7.77175,0.85592
-5.98979,7.78467,0.82784
-5.98979,7.78467,0.82784
-5.97975,7.79601,0.79814
-5.97975,7.79601,0.79814
-5.97067,7.80590,0.76765
-5.97067,7.80590,0.76765
-5.96246,7.81443,0.73813
-5.95973,7.81720,0.72774
-5.95652,7.82038,0.71538
-5.94818,7.82829,0.68312
-5.94818,7.82829,0.68312
-5.94031,7.83449,0.65643
-5.93671,7.83459,0.66034
-5.93671,7.83459,0.66034
-5.92497,7.83493,0.67186
-5.92497,7.83493,0.67186
-5.92318,7.83497,0.67319
-5.91476,7.83527,0.68286
-5.90654,7.83562,0.69371
-5.90611,7.83564,0.69430
-5.89893,7.83600,0.70533
-5.89851,7.83602,0.70602
-5.89851,7.83602,0.70602
-5.89023,7.83650,0.72025
-5.88649,7.83672,0.72579
-5.88149,7.83700,0.73448
-5.88149,7.83700,0.73448
-5.87022,7.83764,0.75216
-5.87022,7.83764,0.75216
-5.87022,7.83764,0.75216
-5.85782,7.83844,0.77294
-5.85782,7.83844,0.77294
-5.84873,7.83922,0.79284
-5.84795,7.83930,0.79469
-5.84795,7.83930,0.79469
-5.84063,7.84006,0.81309
-5.84063,7.84006,0.81309
-5.83204,7.84110,0.83729
-5.82630,7.84188,0.85470
-5.82421,7.84217,0.86111
-5.82421,7.84217,0.86111
-5.81714,7.84311,0.88115
-5.81714,7.84311,0.88115
-5.81107,7.84391,0.89769
-5.81107,7.84391,0.89769
-5.80444,7.84472,0.91399
-5.80444,7.84472,0.91399
-5.80444,7.84472,0.91399
-5.79637,7.84564,0.93175
-5.79637,7.84564,0.93175
-5.78928,7.84632,0.94470
-5.78928,7.84632,0.94470
-5.78928,7.84632,0.94470
-5.78354,7.84677,0.95289
-5.78354,7.84677,0.95289
-5.78354,7.84677,0.95289
-5.77895,7.84701,0.95729
-5.77551,7.84711,0.95898
-5.77551,7.84711,0.95898
-5.77244,7.84711,0.95890
-5.77104,7.84708,0.95816
-5.77104,7.84708,0.95816
-5.76739,7.84696,0.95567
-5.76652,7.84692,0.95494
-5.76287,7.84677,0.95180
-5.76270,7.84676,0.95165
-5.76270,7.84676,0.95165
-5.75870,7.84657,0.94772
-5.75870,7.84657,0.94772
-5.75766,7.84651,0.94664
-5.75451,7.84635,0.94330
-5.75169,7.84620,0.94020
-5.75046,7.84613,0.93883
-5.75046,7.84613,0.93883
-5.74621,7.84588,0.93373
-5.74621,7.84588,0.93373
-5.74299,7.84569,0.92973
-5.74299,7.84569,0.92973
-5.74299,7.84569,0.92973
-5.73740,7.84533,0.92243
-5.73740,7.84533,0.92243
-5.73302,7.84505,0.91647
-5.73302,7.84505,0.91647
-5.73302,7.84505,0.91647
-5.72933,7.84480,0.91121
-5.72933,7.84480,0.91121
-5.72523,7.84452,0.90519
-5.72523,7.84452,0.90519
-5.72148,7.84425,0.89942
-5.71826,7.84401,0.89426
-5.71788,7.84399,0.89363
-5.71445,7.84372,0.88785
-5.71445,7.84372,0.88785
-5.71062,7.84340,0.88083
-5.71062,7.84340,0.88083
-5.71062,7.84340,0.88083
-5.70579,7.84299,0.87156
-5.70579,7.84299,0.87156
-5.70148,7.84262,0.86299
-5.70148,7.84262,0.86299
-5.70148,7.84262,0.86299
-5.69552,7.84208,0.85057
-5.69451,7.84199,0.84844
-5.69451,7.84199,0.84844
-5.68962,7.84156,0.83827
-5.68962,7.84156,0.83827
-5.68962,7.84156,0.83827
-5.68378,7.84107,0.82653
-5.68378,7.84107,0.82653
-5.68016,7.84078,0.81939
-5.67692,7.84053,0.81303
-5.67692,7.84053,0.81303
-5.67275,7.84021,0.80487
-5.67275,7.84021,0.80487
-5.66784,7.83983,0.79515
-5.66784,7.83983,0.79515
-5.66305,7.83946,0.78551
-5.66305,7.83946,0.78551
-5.66051,7.83926,0.78027
-5.65535,7.83885,0.76935
-5.65511,7.83884,0.76884
-5.65080,7.83849,0.75936
-5.65080,7.83849,0.75936
-5.64569,7.83808,0.74763
-5.64569,7.83808,0.74763
-5.64048,7.83764,0.73506
-5.64048,7.83764,0.73506
-5.63695,7.83735,0.72615
-5.63492,7.83717,0.72085
-5.63492,7.83717,0.72085
-5.63030,7.83677,0.70831
-5.62952,7.83670,0.70613
-5.62455,7.83625,0.69176
-5.62455,7.83625,0.69176
-5.61816,7.83565,0.67195
-5.61816,7.83565,0.67195
-5.61274,7.83513,0.65380
